Draw,Date,WN1,WN2,WN3,WN4,WN5,WN6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
18/051,5/13/2018,1,6,9,19,21,23,43,19,,5,1,3,1,2,0,0,3.5,4279170,0.5,635440,237.5,19200,234.5,9600,8680.5,640,5632.5,320,113570,40,45831918
18/050,5/10/2018,12,19,25,31,36,49,11,31,,4,2,0,2,1,2,1,0,0,1,1877040,57,87810,167.7,9600,3066.5,640,4759,320,57231.1,40,39140482
18/049,5/8/2018,3,14,18,28,31,40,38,"3,40",,2,4,1,2,1,2,0,0.5,8000000,0.5,1795690,42.5,112670,179,9600,2814.2,640,5764.2,320,57677.5,40,38567396
18/048,5/5/2018,3,24,40,44,45,49,8,24,,3,3,1,0,1,1,3,1,8000000,4,389940,62.5,66540,195,9600,2568,640,4848.8,320,47756.3,40,34081871
18/047,5/3/2018,12,24,30,31,32,34,41,,,1,5,0,1,2,3,0,1,34037480,3,885210,83,85320,239.4,9600,5654.4,640,6017.9,320,96068.2,40,57668253
18/046,5/1/2018,1,5,10,20,21,25,43,21,1,4,2,3,1,2,0,0,0,0,3.5,510860,247.7,19240,258.5,9600,9483.1,640,6690.5,320,128367.7,40,53566003
18/045,4/28/2018,2,15,17,18,21,44,14,,,3,3,1,3,1,0,1,0,0,1,2240180,53.5,111660,188,9600,3267.9,640,4762.4,320,63982.3,40,45168809
18/044,4/26/2018,8,12,20,33,35,45,42,"12,20,33",,3,3,1,2,0,2,1,0,0,1.5,1330180,64,83130,152,9600,3684.9,640,4393,320,70199.4,40,41942057
18/043,4/24/2018,12,20,21,28,33,41,9,28,,3,3,0,2,2,1,1,0,0,2,819210,61.5,71040,190,9600,2840.2,640,5072.3,320,53855.4,40,35967154
18/042,4/22/2018,10,14,28,30,42,44,35,,,0,6,1,1,2,0,2,1,8000000,1,1819260,41.5,116900,137.5,9600,2720,640,4640,320,56207.2,40,37262668
18/041,4/19/2018,20,21,33,40,45,49,43,,,4,2,0,1,1,2,2,1,32329980,4,715700,61,125150,274,9600,4637,640,6610,320,88819.4,40,59701923
18/040,4/17/2018,3,8,16,22,28,32,24,,,1,5,2,1,2,1,0,0.5,47483090,9.5,232340,368.5,19200,712.7,9600,13620.4,640,14687.5,320,184537.4,40,80912775
18/039,4/14/2018,12,14,15,36,38,40,42,,14,1,5,0,3,0,3,0,0,0,4.5,670480,81.9,98230,250,9600,4777.1,640,6541.8,320,90121.2,40,61591369
18/038,4/12/2018,1,2,9,11,37,41,18,1,,5,1,3,1,0,1,1,0,0,3.5,676940,125,50540,268,9600,6941.3,640,8778.3,320,119613.4,40,59196875
18/037,4/10/2018,1,15,23,34,43,48,25,"23,43",,4,2,1,1,1,1,2,0,0,1,2745580,66,110930,155,9600,4000,640,5620.5,320,76537.4,40,53744915
18/036,4/7/2018,4,20,23,27,31,43,3,,,4,2,1,1,2,1,1,0,0,1,2000140,61.5,86720,179,9600,3595.1,640,6274.8,320,67803.5,40,43319236
18/035,4/5/2018,19,24,29,39,40,42,30,29,,3,3,0,1,2,2,1,0.5,20929530,2,1081310,78.5,73460,246,9600,3510.8,640,5639.9,320,65830,40,46092385
18/034,4/3/2018,21,29,31,41,46,49,36,,,5,1,0,0,2,1,3,0,0,2,1073600,55.5,103160,171,9600,3300.2,640,4228.7,320,56304.8,40,42758595
18/033,3/31/2018,9,13,16,18,19,34,21,,,3,3,1,4,0,1,0,0,0,2,704700,41.5,90560,131.5,9600,3286.6,640,3725.8,320,59085.6,40,31938700
18/032,3/29/2018,5,12,24,27,30,47,43,12,,3,3,1,1,3,0,1,2,32686570,8.5,686010,197.5,78730,521.5,9600,11874.1,640,13065.5,320,210686,40,125802010
18/031,3/24/2018,12,19,23,28,35,45,6,,,4,2,0,2,2,1,1,0,0,1,2847970,144,52740,322.2,9600,6500.5,640,9601.5,320,113512,40,66167891
18/030,3/22/2018,10,18,21,29,33,46,36,29,,3,3,1,1,2,1,1,0,0,2,1514820,84.5,95610,186,9600,4521.2,640,6825.2,320,87722.4,40,60309832
18/029,3/20/2018,3,22,27,29,42,45,10,,,4,2,1,0,3,0,2,0,0,0.5,2609470,86,80910,238,9600,4714,640,7049,320,88251.8,40,55934392
18/028,3/17/2018,4,6,23,33,40,47,30,,,3,3,2,0,1,2,1,0,0,1,2287060,70,87120,151.5,9600,3485,640,4724,320,69143.1,40,45772652
18/027,3/15/2018,13,16,25,35,38,49,33,"16,25",,4,2,0,2,1,2,1,0,0,2,1042090,67.5,82330,180.5,9600,3258.4,640,5082.9,320,58437.4,40,42687092
18/026,3/13/2018,5,16,20,25,34,42,2,,,2,4,1,2,1,1,1,0,0,3,584360,86,54350,203.2,9600,3839.2,640,6016.2,320,62942.4,40,40174002
18/025,3/10/2018,7,18,19,26,27,39,2,,,4,2,1,2,2,1,0,1,20312760,3,637020,69.5,73320,258.5,9600,4376.1,640,7202,320,81181.4,40,45990430
18/024,3/8/2018,1,6,30,43,44,48,7,,,2,4,2,0,1,0,3,0,0,2,1096580,46.5,125770,149,9600,2950,640,5062.6,320,60841.6,40,43406046
18/023,3/6/2018,2,11,17,19,35,37,20,11,,5,1,1,3,0,2,0,0,0,2,903510,66,73010,160,9600,2942.6,640,4371.7,320,58675.6,40,37784405
18/022,3/4/2018,6,10,11,23,28,43,21,,,3,3,2,1,2,0,1,1,24530570,2.5,768250,155,33040,328.2,9600,7744.8,640,7698.5,320,116311,40,54247972
18/021,3/1/2018,2,14,15,17,18,29,1,,,3,3,1,4,1,0,0,0,0,0.5,2081300,58.5,94870,254.5,9600,4195.2,640,7266.3,320,76081.2,40,47674572
18/020,2/27/2018,13,24,28,31,41,43,16,,,4,2,0,1,2,1,2,0.5,22968230,1.5,1864350,94.5,78910,190.5,9600,4067.5,640,5625.8,320,76920,40,55178671
18/019,2/24/2018,17,20,34,38,42,45,5,20,,2,4,0,2,0,2,2,0,0,1.5,1461910,46.5,125750,178.5,9600,2721,640,4532,320,52960,40,42756867
18/018,2/22/2018,4,12,19,20,30,39,5,,,2,4,1,3,1,1,0,0,0,1.5,977220,72,54290,220,9600,3772.7,640,5675.3,320,63486.6,40,36334791
18/017,2/20/2018,3,5,25,42,43,44,2,43,,4,2,2,0,1,0,3,1,66777930,6.5,962970,225.5,74010,502,9600,9618,640,14567,320,182035.9,40,127358051
18/016,2/15/2018,1,19,21,32,43,45,34,32,,5,1,1,1,1,1,2,0,0,2,1184800,52.5,120360,151,9600,2960.2,640,4353.9,320,57599.4,40,45187222
18/015,2/13/2018,2,9,18,27,32,42,12,"2,9,27",,2,4,2,1,1,1,1,0,0,1,1329120,93.5,37900,328.4,9600,3769.3,640,7795.1,320,66201.4,40,37860539
18/014,2/11/2018,1,2,9,27,33,45,38,,,5,1,3,0,1,1,1,1,13798280,1,1932760,87.7,58760,221.5,9600,5551.4,640,6584.9,320,99033.9,40,47976374
18/013,2/8/2018,13,16,22,28,37,41,34,28,,3,3,0,2,2,1,1,0,0,2,956200,66.5,76680,153,9600,2710.2,640,3810.2,320,52637.9,40,38034160
18/012,2/6/2018,3,19,26,28,35,48,32,,,3,3,1,1,2,1,1,1.5,30183640,3,1126540,144.5,62360,317.2,9600,6587,640,8192,320,127181.8,40,73571643
18/011,2/3/2018,2,4,12,25,40,49,8,49,,2,4,2,1,1,1,1,0,0,3,791470,96,65950,367,9600,5334.8,640,11488.2,320,93890.1,40,58822754
18/010,2/1/2018,20,23,26,29,47,49,39,49,,4,2,0,1,3,0,2,0,0,2,1347980,62.5,115020,171.5,9600,3670,640,5701.2,320,72481,40,52721204
18/009,1/30/2018,4,7,11,12,40,49,25,,,3,3,2,2,0,1,1,0,0,4.5,435760,108.5,48190,293.5,9600,5907.2,640,7727.6,320,103873.5,40,51095871
18/008,1/27/2018,8,17,26,33,43,45,40,,,4,2,1,1,1,1,2,0,0,1,2014220,127.2,42220,108,9600,4702.9,640,3573,320,72827.5,40,42332069
18/007,1/25/2018,3,14,23,36,40,47,20,3,,3,3,1,1,1,2,1,0,0,1,2026460,45,120080,120.5,9600,3002.5,640,3410.9,320,54927.1,40,39283084
18/006,1/23/2018,3,20,27,32,37,41,44,27,,4,2,1,1,1,2,1,1,8000000,3,768110,49.5,124130,134,9600,2728.4,640,3374.7,320,58692.5,40,43225448
18/005,1/20/2018,2,5,23,24,27,34,8,"2,27",,3,3,2,0,3,1,0,1,65555960,13.5,434990,200.5,78100,828.7,9600,11536.8,640,22583.1,320,217596.5,40,137575334
18/004,1/16/2018,2,21,27,30,36,37,4,,,3,3,1,0,3,2,0,0.5,95877600,6,1606260,241.7,106330,644.5,9600,14818.6,640,20027.9,320,284810.2,40,192735991
18/003,1/11/2018,3,29,31,43,47,49,19,"31,49",,6,0,1,0,1,1,3,0.5,267859440,10,1486390,413.5,95850,1177.5,9600,21908.5,640,33349.5,320,418039.8,40,299282268
18/002,1/6/2018,1,12,21,31,36,49,23,12,,4,2,1,1,1,2,1,0,0,10,736180,309.7,63380,772,9600,16054,640,20419.7,320,272438,40,164908289
18/001,1/2/2018,12,18,28,35,39,42,36,,,2,4,0,2,1,2,1,0,0,9.5,675510,307.5,55650,706.5,9600,13749.7,640,18865.1,320,251983.7,40,145763989
17/153,12/30/2017,1,13,22,25,36,38,37,,,3,3,1,1,2,2,0,0,0,0.5,2290600,98,62320,248,9600,5087.4,640,6180.7,320,90546.2,40,51884092
17/152,12/28/2017,15,17,23,40,44,46,11,,,3,3,0,2,1,1,2,0,0,1.5,1598230,59,108350,195.5,9600,3219.8,640,4825.7,320,62549.7,40,47308642
17/151,12/26/2017,2,7,16,28,30,37,12,16,,2,4,2,1,2,1,0,0,0,3.5,439240,70.5,58150,219.5,9600,3362.3,640,6351.9,320,62996.3,40,37174704
17/150,12/24/2017,1,16,26,34,39,47,11,47,,3,3,1,1,1,2,1,0.5,21996370,1.5,1775550,48.5,146430,150.5,9600,3224.2,640,5184,320,64826.6,40,50503423
17/149,12/21/2017,14,21,22,28,30,47,3,,21,2,4,0,1,4,0,1,0,0,2,1001060,59,90490,147.5,9600,3136.7,640,4405.5,320,61397.2,40,40660564
17/148,12/19/2017,3,9,33,38,44,49,24,"3,9",,4,2,2,0,0,2,2,0,0,1,1609870,67.5,63600,167.5,9600,3754,640,4401.2,320,65624.6,40,36736854
17/147,12/16/2017,1,3,6,9,24,28,36,,,3,3,4,0,2,0,0,4.2,15334100,12.5,113710,689,19200,1273.4,9600,20737.2,640,21063.9,320,246164.6,40,96228613
17/146,12/14/2017,7,10,20,25,34,35,8,34,,3,3,2,1,1,2,0,0,0,4,856180,120.5,75780,419,9600,7370.1,640,11968.4,320,128810.6,40,79279954
17/145,12/12/2017,4,15,29,34,38,48,30,"29,38,48",,2,4,1,1,1,2,1,0,0,0.5,3559550,87,109100,241,9600,4755.5,640,7412.9,320,94380.6,40,69595933
17/144,12/9/2017,22,24,29,35,38,48,30,,,2,4,0,0,3,2,1,0,0,4.5,564550,67.5,100360,201.5,9600,4846.4,640,6316,320,87005.1,40,53979761
17/143,12/7/2017,1,25,34,37,39,47,18,,,5,1,1,0,1,3,1,0,0,1,2635980,61.5,114290,145,9600,3651.5,640,4510.5,320,70372.6,40,50552692
17/142,12/5/2017,7,9,14,18,20,44,29,"7,14",,2,4,2,3,0,0,1,0,0,3,742330,81.5,72860,206,9600,4288.5,640,6578.3,320,84921.7,40,49146647
17/141,12/2/2017,7,14,19,27,28,38,46,38,,3,3,1,2,2,1,0,0,0,2.5,723270,65.9,73160,129.5,9600,4237,640,4005,320,75755.5,40,39839676
17/140,11/30/2017,4,10,32,35,38,47,49,,,2,4,2,0,0,3,1,0,0,0,0,38.5,122680,100,9600,2390,640,3379,320,49190.9,40,34286494
17/139,11/28/2017,6,8,9,23,36,40,19,40,,2,4,3,0,1,2,0,1,8000000,2,572850,122.2,25000,237.7,9600,5168.8,640,6543.3,320,82880.4,40,35912158
17/138,11/25/2017,5,13,16,28,40,41,2,,,3,3,1,2,1,1,1,1,53133200,2.5,1381910,128.5,71690,249,9600,5415.8,640,7983.2,320,104656.7,40,70198688
17/137,11/23/2017,3,4,30,37,39,42,32,30,,3,3,2,0,1,2,1,0,0,1.5,2083430,56.5,147490,198,9600,4116.7,640,5836.1,320,84021,40,60479133
17/136,11/21/2017,8,27,30,35,36,43,31,"30,36",,3,3,1,0,2,2,1,0,0,1,2837040,63.5,119140,169.5,9600,4246.7,640,5409,320,83693.4,40,55940621
17/135,11/18/2017,19,24,26,30,36,41,43,,,2,4,0,1,3,1,1,0,0,1,2285950,59.5,102450,125.5,9600,3311.5,640,3937,320,65145.7,40,44327263
17/134,11/16/2017,3,8,20,34,40,46,24,20,,1,5,2,1,0,2,1,0,0,0,0,52,106820,125.5,9600,2723.4,640,4607.1,320,56251.9,40,40617253
17/133,11/14/2017,1,15,20,28,33,43,18,28,,4,2,1,2,1,1,1,0,0,0,0,49.5,91130,113,9600,2572.7,640,4291,320,50159.3,40,34267931
17/132,11/12/2017,12,16,22,28,36,37,45,36,12,1,5,0,2,2,2,0,1,22219080,0.5,2058500,94.5,58080,209,9600,4499.4,640,5147,320,80224.7,40,45967963
17/131,11/9/2017,3,32,36,46,48,49,29,3,,2,4,1,0,0,2,3,0,0,0,0,56,95750,132,9600,3207,640,4001.5,320,58743.2,40,40151259
17/130,11/7/2017,3,18,19,35,38,40,48,,,3,3,1,2,0,3,0,0,0,2,888440,60,78970,137,9600,3099,640,4718.5,320,58471.6,40,37342256
17/129,11/4/2017,23,30,32,33,43,44,28,32,,3,3,0,0,2,2,2,1,13039520,3,559940,95,47150,150.5,9600,4016.2,640,4187.8,320,58206.1,40,37018582
17/128,11/2/2017,5,18,20,32,36,40,7,,,1,5,1,2,0,3,0,0,0,1,1729580,60.5,76230,95,9600,2589.5,640,3757,320,47645.7,40,33978346
17/127,10/31/2017,21,26,29,35,45,49,41,26,,5,1,0,0,3,1,2,2,29141590,5,1352210,188,95900,454,9600,9465.2,640,11619.5,320,185812.4,40,131663803
17/126,10/28/2017,7,16,18,22,26,44,9,,,1,5,1,2,2,0,1,0,0,2.5,532990,34.5,102990,180.5,9600,3118.7,640,5562,320,56684.4,40,32477334
17/125,10/26/2017,4,5,20,29,35,38,36,29,,3,3,2,1,1,2,0,2,13510260,1,1971600,66.5,98820,172,9600,3556.5,640,4867.7,320,72133.1,40,48935745
17/124,10/24/2017,1,8,9,16,29,42,49,"8,16",,3,3,3,1,1,0,1,0,0,2,922840,102,48250,282,9600,6290.1,640,8668.5,320,111190.6,40,50881343
17/123,10/21/2017,8,16,18,30,43,45,27,8,,2,4,1,2,1,0,2,0,0,1,1865690,53,93870,136,9600,2959.5,640,4123.5,320,59060.2,40,38054958
17/122,10/19/2017,8,12,19,24,28,49,37,19,19,2,4,1,2,2,0,1,0,0,1.5,960000,88.5,43380,169.2,9600,4451,640,4089.2,320,78682.6,40,36070891
17/121,10/17/2017,2,4,19,30,35,47,25,,,3,3,2,1,1,1,1,1,8000000,1,2279500,51.7,117570,171,9600,3324.9,640,5181.5,320,66630.7,40,45912078
17/120,10/12/2017,1,6,8,11,12,16,41,6,12,2,4,3,3,0,0,0,2.5,17493650,4,205600,594,19200,321,9600,17583.3,640,8643.5,320,204232,40,74758246
17/119,10/10/2017,6,17,22,26,32,45,24,"6,45",,2,4,1,1,2,1,1,0,0,1.5,2117440,93,91070,235.5,9600,4856.2,640,6961.4,320,92306.5,40,63994978
17/118,10/7/2017,3,6,24,38,45,48,5,,,2,4,2,0,1,1,2,0,0,0,0,84.5,82060,207,9600,4630.5,640,7051.4,320,86592.2,40,55042051
17/117,10/4/2017,10,16,22,23,26,46,25,"22,46",,1,5,1,1,3,0,1,0,0,0.5,2210090,79,74600,185.5,9600,4102.9,640,6150.9,320,74672.1,40,47320438
17/116,10/2/2017,1,8,19,22,35,46,30,19,,3,3,2,1,1,1,1,0,0,1,1394970,45,82660,128.5,9600,2749.6,640,3641.9,320,53591,40,30596316
17/115,9/30/2017,2,11,19,20,33,49,6,,,4,2,1,3,0,1,1,0,0,0,0,47.5,79480,159.5,9600,2753,640,4969.2,320,51801.2,40,32087943
17/114,9/28/2017,7,18,24,26,39,45,44,,,3,3,1,1,2,1,1,1,86837630,9.5,941670,339.5,70260,757.5,9600,16438,640,21165.4,320,304252.6,40,189394310
17/113,9/26/2017,2,10,19,27,31,33,16,,,4,2,2,1,1,2,0,0,0,3,801730,82,78210,193.5,9600,4999.4,640,6159.5,320,90603.7,40,52357173
17/112,9/23/2017,1,13,22,25,30,36,4,1,,3,3,1,1,3,1,0,0,0,2,1029900,59,93090,180.7,9600,3382.2,640,5649.3,320,65999.4,40,43402275
17/111,9/21/2017,1,3,4,5,32,39,10,,,4,2,4,0,0,2,0,0,0,3,444950,97,36690,359.7,9600,6974,640,8714.8,320,83657.1,40,44130809
17/110,9/19/2017,7,11,12,30,34,36,17,"12,36",,2,4,1,2,1,2,0,0,0,0.5,1508730,81,49670,152.5,9600,3265.8,640,4809.5,320,63510.6,40,34604815
17/109,9/17/2017,3,12,16,23,36,47,33,,,3,3,1,2,1,1,1,1,44795760,2.5,1156690,119,64800,335.4,9600,6090.4,640,9596.3,320,110306.6,40,66269914
17/108,9/14/2017,25,26,34,41,42,49,1,49,,3,3,0,0,2,1,3,0,0,2,1391990,74,100320,198,9600,3710.5,640,5444,320,70920,40,54166628
17/107,9/12/2017,21,23,30,38,44,49,37,23,,3,3,0,0,3,1,2,0,0,1,2742940,56,130610,126.5,9600,3188.5,640,4656.4,320,65450.6,40,50848030
17/106,9/9/2017,4,7,18,23,29,39,49,29,,4,2,2,1,2,1,0,0,0,2,862700,87.5,52580,203.5,9600,4846.5,640,5783,320,80830.3,40,42184167
17/105,9/7/2017,10,19,27,29,41,46,17,,,4,2,1,1,2,0,2,0,0,1.5,1414100,33.5,168840,111.2,9600,2543.5,640,4189.3,320,53180.9,40,40190424
17/104,9/5/2017,1,2,8,30,39,43,19,1,,3,3,3,0,1,1,1,0,0,3.5,471070,56.5,77810,162,9600,2997.6,640,5113.4,320,62821.8,40,36484657
17/103,9/2/2017,1,5,11,23,24,27,15,,,5,1,2,1,3,0,0,1,22577500,5,321480,154,27830,312.5,9600,6451.8,640,7459.5,320,102465.3,40,47019758
17/102,8/31/2017,12,17,18,25,33,37,29,12,,4,2,0,3,1,2,0,0,0,1,1812710,84,57540,210,9600,4705.2,640,5178.6,320,80682.5,40,42947721
17/101,8/29/2017,12,24,26,34,44,48,4,34,,0,6,0,1,2,1,2,0,0,2,719520,64,59960,468.5,9600,3247.6,640,8353.4,320,58551.1,40,40988246
17/100,8/26/2017,16,34,35,36,40,46,31,,,1,5,0,1,0,4,1,0,0,2,841830,47.5,94520,97,9600,2904.4,640,3229.4,320,47489.2,40,33439871
17/099,8/24/2017,4,7,10,21,28,47,17,4,,3,3,3,0,2,0,1,1,8000000,1.5,720620,99.5,28960,217.5,9600,4295.4,640,6028.8,320,64588.8,40,31979171
17/098,8/22/2017,4,23,24,33,40,43,15,"23,43",,3,3,1,0,2,2,1,1,8000000,1,1720710,80,57350,126.7,9600,3223.7,640,3765.1,320,56781.4,40,35854677
17/097,8/19/2017,2,23,32,34,43,45,22,43,,3,3,1,0,1,2,2,1.5,10869860,5,386280,100.5,51240,187.5,9600,3620,640,5210.4,320,56397.8,40,41092252
17/096,8/17/2017,5,21,24,29,43,44,42,,,4,2,1,0,3,0,2,0.5,21020940,3.5,698750,46.5,140250,147,9600,3518,640,4250.5,320,67957.9,40,47514703
17/095,8/15/2017,3,4,7,19,20,23,27,"3,4",,4,2,3,2,1,0,0,0,0,2,761350,146.5,27710,283.5,9600,5812.6,640,7579.4,320,91636.8,40,43866425
17/094,8/12/2017,3,4,15,25,38,45,28,25,,4,2,2,1,1,1,1,0,0,2,852650,62.5,72750,184.5,9600,3358,640,4943.1,320,61443.1,40,37875840
17/093,8/10/2017,18,22,25,32,33,42,29,"25,33",,2,4,0,1,2,2,1,0.5,8000000,2.5,651660,65,66830,128.5,9600,3815.8,640,3736.8,320,61795.2,40,35701146
17/092,8/8/2017,8,10,25,28,33,37,7,25,8,3,3,2,0,2,2,0,1.5,24163490,5,440830,188.5,31180,415.5,9600,9007.9,640,11343.1,320,131840.1,40,64453525
17/091,8/5/2017,14,25,32,35,39,48,31,35,,3,3,0,1,1,3,1,0.5,59265560,2.5,1653580,88.5,124560,233,9600,5024.5,640,7237.8,320,102635.3,40,78073037
17/090,8/3/2017,6,18,22,24,35,40,36,,,1,5,1,1,2,2,0,0,0,1,3086500,136,60510,304.5,9600,6453.6,640,8459.7,320,113965.4,40,68390732
17/089,8/1/2017,10,25,26,32,36,37,46,"25,37",,2,4,1,0,2,3,0,0,0,2.5,1140390,73,104140,176,9600,4468.8,640,5745.5,320,83717,40,56709781
17/088,7/30/2017,11,15,25,30,37,43,17,37,30,5,1,0,2,2,1,1,0,0,4.5,618810,66.5,111660,185,9600,4008.2,640,5920.1,320,78744.4,40,55159119
17/087,7/27/2017,3,4,31,37,42,44,40,37,,3,3,2,0,0,2,2,0,0,1,2386190,51,124760,109.5,9600,2847.5,640,3627.9,320,58306.9,40,44163142
17/086,7/25/2017,8,9,15,33,37,47,1,47,,5,1,2,1,0,2,1,0,0,2.5,738470,61,80700,220.5,9600,3492.9,640,6110.7,320,66982.4,40,41689311
17/085,7/22/2017,4,6,27,36,47,49,3,,,3,3,2,0,1,1,2,0,0,1,1543500,50.5,81500,171.5,9600,2723,640,4865.7,320,54884.6,40,34165308
17/084,7/20/2017,5,9,12,25,26,34,21,,,3,3,2,1,2,1,0,1,8000000,0,0,101.5,35490,169.5,9600,4469.9,640,4733.5,320,70154.6,40,34643428
17/083,7/18/2017,6,14,32,33,40,46,10,,,1,5,1,1,0,3,1,1.5,54696480,4.5,1632940,224,87470,578.5,9600,12091.2,640,16502.1,320,219386.8,40,150335927
17/082,7/15/2017,29,34,35,42,43,48,26,29,,3,3,0,0,1,2,3,0,0,3,822360,57,115410,128.5,9600,2896.5,640,4021.7,320,56003.1,40,45719285
17/081,7/13/2017,4,5,25,27,29,41,18,,,5,1,2,0,3,0,1,0,0,2,1003970,64.5,83010,162.5,9600,3799.7,640,5216.7,320,67904.9,40,42754867
17/080,7/11/2017,1,11,20,22,43,45,35,11,11,4,2,1,2,1,0,2,0.5,21404610,1,2485880,62.5,106060,231.5,9600,4667.5,640,5883.4,320,94606.1,40,53866922
17/079,7/8/2017,3,8,11,21,36,48,37,8,8,3,3,2,1,1,1,1,0,0,3,595800,74,64410,159.5,9600,4410.9,640,4309.7,320,80397.1,40,40821749
17/078,7/6/2017,2,6,7,8,10,30,28,2,6,1,5,5,0,1,0,0,0,0,7,38400,363.4,19200,759.2,9600,11959.3,640,11813.1,320,118709.6,40,39839313
17/077,7/4/2017,2,5,15,26,27,38,18,27,,3,3,2,1,2,1,0,0,0,3,489940,74.5,52610,182.5,9600,3439.7,640,5247.8,320,60168,40,34828698
17/076,7/2/2017,4,9,27,33,39,42,35,27,,4,2,2,0,1,2,1,1,8000000,0.5,1738040,58.5,79220,104,9600,3078.8,640,3547.6,320,57710.6,40,35454500
17/075,6/29/2017,11,16,26,27,29,37,19,,29,4,2,0,2,3,1,0,1,8000000,0.5,1484210,45.5,86980,181,9600,2864.9,640,4301.1,320,54947.5,40,33368013
17/074,6/27/2017,12,24,30,40,44,48,8,30,,0,6,0,1,2,1,2,1,41734010,3.5,805480,107,70260,378,9600,5724.2,640,9947.7,320,99285.6,40,65000656
17/073,6/24/2017,3,28,30,32,37,42,11,,,2,4,1,0,2,2,1,0,0,1,2538060,91,74370,237,9600,3624.5,640,6188.4,320,72987.9,40,52015857
17/072,6/22/2017,18,20,21,27,31,49,45,"18,20",,4,2,0,2,2,1,1,0,0,0,0,65,98110,106.5,9600,4097,640,3876.2,320,73400.1,40,46927234
17/071,6/20/2017,15,18,20,25,35,45,34,,20,4,2,0,3,1,1,1,0,0,0,0,287,19200,206,9600,6713.5,640,4274.9,320,64482.1,40,43315812
17/070,6/17/2017,9,34,39,42,46,49,32,,,3,3,1,0,0,2,3,0,0,0,0,32.5,133160,95,9600,2288,640,2551,320,43908.5,40,31183550
17/069,6/15/2017,1,2,5,12,18,19,44,,,3,3,3,3,0,0,0,3.5,15617750,2.5,1103080,373.5,19680,262.5,9600,13771.8,640,7815,320,180477.3,40,76401765
17/068,6/13/2017,21,23,27,34,46,49,44,23,,4,2,0,0,3,1,2,0,0,4,809000,92,93790,203,9600,4571.5,640,5813,320,88746.8,40,62947810
17/067,6/10/2017,1,13,18,23,30,44,42,23,,3,3,1,2,2,0,1,0,0,0,0,92.5,74100,159,9600,4810.6,640,4809.5,320,90810.9,40,52976095
17/066,6/8/2017,8,11,15,23,24,29,6,"8,24",8,4,2,1,2,3,0,0,0,0,3,571980,118.5,38610,390.2,9600,5147.5,640,9299.9,320,88361.3,40,48373578
17/065,6/6/2017,8,24,26,30,47,49,35,24,,2,4,1,0,3,0,2,0,0,1.5,1371080,72.5,75640,274,9600,4218.5,640,6716.4,320,76650.9,40,47430443
17/064,6/3/2017,11,15,24,25,33,40,42,,,4,2,0,2,2,2,0,0,0,0.5,1805810,53,90850,159.5,9600,3146.9,640,4419,320,60174.3,40,38140122
17/063,6/1/2017,4,18,23,28,36,45,33,18,,2,4,1,1,2,1,1,0,0,0.5,1522750,42.5,95540,152.4,9600,3009.9,640,4315.2,320,55618.2,40,33612316
17/062,5/30/2017,14,18,27,32,37,38,1,18,,2,4,0,2,1,3,0,1.5,16389320,1,2405320,61.5,104290,189.5,9600,4087.1,640,5386.1,320,75169.7,40,49604970
17/061,5/27/2017,5,7,18,22,33,43,27,,,4,2,2,1,1,1,1,0,0,3,510000,78.5,51970,262,9600,4528.1,640,7148.3,320,78175.8,40,40808350
17/060,5/25/2017,23,26,27,39,40,48,7,23,,3,3,0,0,3,2,1,0,0,2,994190,44,120500,111.5,9600,2381.5,640,3609.7,320,45978.5,40,37325476
17/059,5/23/2017,7,13,17,23,29,46,49,17,23,5,1,1,2,2,0,1,0.5,13625680,1,1875220,81.5,61350,147.5,9600,4100.7,640,4093,320,70376,40,40561450
17/058,5/20/2017,2,3,17,34,38,48,14,,,2,4,2,1,0,2,1,0,0,4,365560,53,73570,137,9600,2729.5,640,3958.6,320,52332.2,40,31731074
17/057,5/18/2017,7,11,20,28,41,49,32,7,,4,2,1,2,1,0,2,1,8000000,3,537570,60.5,71080,124.5,9600,2850.3,640,3208.6,320,56649.4,40,33568564
17/056,5/16/2017,1,5,7,9,10,15,3,"1,7",,5,1,5,1,0,0,0,4,2000000,104.7,38400,474.7,19200,2042.6,9600,10733.3,640,15621.1,320,102001.7,40,33492275
17/055,5/14/2017,1,7,12,18,27,33,20,,,4,2,2,2,1,1,0,2,10203960,4,417310,122,36480,289,9600,6515.3,640,7135.6,320,105337,40,47536934
17/054,5/11/2017,9,16,22,38,40,46,11,22,,1,5,1,1,1,2,1,0,0,0,0,68.5,72020,166.5,9600,3148.5,640,5005.4,320,57604.7,40,39023808
17/053,5/9/2017,6,22,23,31,36,45,12,,,3,3,1,0,2,2,1,0,0,1,1715760,37.5,122000,169.5,9600,2862.6,640,4816.9,320,54410.3,40,36568136
17/052,5/6/2017,1,3,9,13,34,35,27,,,5,1,3,1,0,2,0,1,8000000,1,1178300,81,38790,211,9600,4323.4,640,4656.2,320,70465.6,40,32839719
